subject,session,vector
sub-21197,ses-1,"[0.01137435314,0.001258715426,0.001236020141,0.04356342512,0.2421698648,0.2800278698,0.003516721711,0.0001443769289,0.001630219785,0.006115506431,0.004344575879,0.003085860453,0.003603138374,0.0108179695,0.002736178484,0.002492466038,0.004261127062,0.001178409033,0.002235834738,0.002034195859,0.001755043853,0.00189976994,0.004408820994,0.0008474070288,0.001259588321,0.002488799877,0.0004907418949,0.0009003045009,0.003388231482,0.005525429019,0.005744351231,0.000822093057,0.002818579827,0.001277046233,0.002351231533,0.0023222514,0.009372803576,0.006946153865,0.009516482189,0.005671202581,0.001988106972,0.001835873983,0.002927517195,0.005853637757,0.0009593122421,0.001347576196,0.01231830242,0.008775743,0.002503289943,0.001617999247,0.00253942782,0.0005298476169,0.0005874587251,0.001528789318,0.00227092514,0.00374995941,0.001353511886,0.00362356413,0.007787974362,0.006489978635,0.00130131273,0.0006883654541,0.003991926065,0.001498063394,0.001887723981,0.001299043202,0.001871837281,0.0009065893491,0.00437809507,0.006800031145,0.007590350803,0.008315203292,0.002133182218,0.002422110655,0.0008508986111,0.002414778332,0.001481303799,0.001573656151,0.008130673167,0.003768464797]"
sub-21224,ses-1,"[0.01318315775,0.00119298363,0.001511724721,0.02933516577,0.2581788078,0.3048287964,0.00350303673,0.0002154453669,0.002071489167,0.006507138718,0.006881790669,0.002898510804,0.003491559428,0.008516978374,0.002310053101,0.003914580011,0.00357452393,0.00173864739,0.002924088792,0.002963439544,0.001410560496,0.001680932954,0.004588297677,0.001361536017,0.001867849026,0.002214135643,0.0003746519508,0.0005074607386,0.002120841568,0.007102482803,0.004291363461,0.000498442858,0.002339566165,0.0008129209506,0.004959178514,0.003085262914,0.006352195133,0.005990496138,0.008266937138,0.005376296484,0.0009808174922,0.001318906036,0.002473522683,0.007190694072,0.001074931374,0.001116577586,0.009352526007,0.008146917344,0.00206066771,0.0009924587563,0.001465651548,0.0008706353868,0.0003749798737,0.00135284606,0.001913430313,0.003208561937,0.0009149049827,0.002322678133,0.009082481472,0.007852606512,0.0008993286434,0.0008740785775,0.002954093741,0.001376948395,0.001971636634,0.0009250705936,0.001404002037,0.0003943273268,0.002975900616,0.005716516527,0.008434505756,0.0067599673,0.001919496888,0.002808495959,0.001132809772,0.001479424312,0.001073127798,0.001020496167,0.005709958068,0.004321696332]"
sub-21345,ses-1,"[0.00785933948,0.002156932302,0.0008716414278,0.05206006421,0.1962013657,0.2581204677,0.002847347717,0.0002604856172,0.001209887143,0.004474954394,0.00845378651,0.001855531592,0.002502247117,0.01005461629,0.003255427569,0.001463732091,0.005893915519,0.003885434313,0.003771471855,0.001700225611,0.001577908763,0.003392739478,0.002980589537,0.001215670952,0.001000598946,0.002219911555,0.0005685269967,0.0008697134915,0.003093052489,0.008185803362,0.004271878435,0.0007364716709,0.003427442331,0.001004026388,0.004439180464,0.002830210505,0.007771297056,0.01030867546,0.01246967785,0.004939587045,0.001875882031,0.001559272046,0.003028359515,0.008103973177,0.001379973969,0.001438883134,0.01353389869,0.009900595604,0.002246045803,0.001890877091,0.001483225669,0.0006797046573,0.0006835605299,0.00130799768,0.001614753768,0.001989844488,0.002271537405,0.005185291817,0.007565436301,0.004777426179,0.002581720936,0.001053295871,0.004090223992,0.001553702452,0.001560343121,0.0009125565207,0.003187521368,0.0004946227714,0.006928574672,0.01332696686,0.0132582038,0.01443810082,0.001773915622,0.001505504044,0.0007120511443,0.001155690711,0.001813759639,0.0008011646449,0.007471395852,0.005841432808]"
sub-21432,ses-1,"[0.009666969247,0.0007917369683,0.001180648628,0.03056091287,0.2612026255,0.31369078,0.003070222861,0.000245081399,0.002491213865,0.004013668904,0.004785792655,0.002452657968,0.003491152679,0.007125967984,0.00426059428,0.001624711983,0.004116931655,0.002104816721,0.00199149591,0.002293405349,0.001476690865,0.002306480827,0.0037900447,0.001226412801,0.001662764977,0.002334978664,0.0005357593374,0.0008520853292,0.002342522209,0.006024778031,0.00397561591,0.0003781830617,0.002278821162,0.0009865280666,0.00251535321,0.003445891408,0.006189897852,0.00712932067,0.007612945729,0.006186880434,0.0009382493779,0.001497812791,0.002369008435,0.008519679852,0.001121306073,0.001128849618,0.01054671424,0.008094559176,0.002391974339,0.001315761902,0.002592800273,0.0003619225311,0.00054900245,0.001608619087,0.001580791787,0.003451590976,0.00100597365,0.002117724565,0.0080204648,0.006284778886,0.001081241466,0.0009739554914,0.002587435974,0.001166567343,0.002766804714,0.00127586493,0.0009172950859,0.0008980171373,0.00298355591,0.006604457565,0.008071425638,0.007501468896,0.001843642426,0.003122189506,0.0009328850791,0.00175295225,0.001509044292,0.0009875338726,0.006363064121,0.003672030127]"
sub-21514,ses-1,"[0.009903904592,0.001833806587,0.002015578795,0.03063786998,0.2590437294,0.2831959117,0.003364082988,0.0002001050854,0.001501566423,0.005935009604,0.00592843744,0.003706008445,0.004857693634,0.01043832526,0.002873764995,0.001690602602,0.003541358452,0.001497415583,0.002758752133,0.001309071211,0.00127378907,0.002581476668,0.003438279255,0.0009500235387,0.002540660074,0.002643739271,0.0004342816504,0.0009356685499,0.002841941888,0.00680201634,0.003811163062,0.0004628186764,0.002407141382,0.001499318052,0.002810983538,0.002287285873,0.00657769802,0.006015432132,0.009898370138,0.005428780058,0.001382402721,0.001454004713,0.002853183746,0.008650350867,0.0008189261707,0.001098589026,0.01285359537,0.007186142005,0.002159128683,0.001900738884,0.001689564892,0.0004353193605,0.000450885011,0.001144767122,0.002193719018,0.002513679613,0.001093400475,0.003291443285,0.005842999314,0.006423771031,0.001721906854,0.0005940889961,0.001534600193,0.001075586453,0.003309949114,0.001105680044,0.001631799033,0.0005570773381,0.003241633203,0.009835069826,0.00902496419,0.01011386792,0.001707897769,0.002234708564,0.0008005932934,0.001202878884,0.001560024089,0.0006975140964,0.007212603611,0.005408025857]"
sub-21568,ses-1,"[0.003553624449,0.0008247156937,0.0008116767104,0.0295894651,0.2308158316,0.3088049997,0.001776561475,0.000253758675,0.0007111260892,0.002640644868,0.003539833216,0.001075966872,0.0009849447385,0.009492630592,0.002527556763,0.001363075254,0.007210808515,0.001933029274,0.002748968729,0.003125594747,0.00174897901,0.002829960876,0.002996207913,0.002264771099,0.001178523491,0.002472141084,0.001504999572,0.001448079395,0.001759259747,0.004741174928,0.004640875056,0.001204099958,0.001835487649,0.001152947023,0.004315151223,0.003181261176,0.005399142085,0.008045554196,0.01124938284,0.004831946311,0.00280287991,0.004152163932,0.003364057691,0.007109254895,0.001800131944,0.002087240327,0.007892346142,0.007272743685,0.004179495647,0.001711366558,0.002190799944,0.0004400656864,0.0005095233474,0.0009016958452,0.0009551055267,0.003456835073,0.001793863203,0.003801114382,0.01060370242,0.007248420967,0.001757755249,0.0006795316297,0.002600524919,0.001222906184,0.001828215909,0.00126453063,0.001503244325,0.001203347709,0.005464337002,0.006612269031,0.01148809654,0.008261198919,0.0008911643586,0.000789359989,0.001086749108,0.001251491647,0.003307639014,0.0009601205203,0.005470104244,0.005912928177]"
sub-22169,ses-1,"[0.007405574925,0.001874301638,0.001336850801,0.0441832325,0.2183440041,0.2553862404,0.003097674863,0.000187713352,0.001036266705,0.004363728602,0.005386645004,0.003243921364,0.003000379472,0.01610572469,0.004038871228,0.0013716425,0.007157785209,0.001798043088,0.003245135028,0.001616802611,0.001909295614,0.00300887512,0.00373464614,0.001649773814,0.001892708874,0.004038466673,0.0004266028657,0.0007969726367,0.002527050546,0.009145564422,0.004751089668,0.0006717629763,0.002919670822,0.0006529511856,0.003099697636,0.00263162792,0.006204249927,0.008889279059,0.01025707829,0.004632757436,0.001885224613,0.002812261566,0.002289576973,0.009089533605,0.001699736311,0.001264233244,0.01198452659,0.009133023229,0.002459692199,0.001629748359,0.002095997579,0.000432468908,0.0008337871088,0.001201729552,0.001680924521,0.00168476779,0.001827777854,0.003625820942,0.007910054558,0.0050308392,0.003599322614,0.0005908520487,0.002635673466,0.0008813222787,0.001764060499,0.0008730289087,0.002461714972,0.0006001568054,0.005127123204,0.007719104769,0.01125450775,0.01147013537,0.001975440297,0.002975903917,0.0007674401482,0.0009320938858,0.001931343842,0.0006264528568,0.00932457985,0.005942705354]"
sub-22744,ses-1,"[0.01248890122,0.001621668914,0.001676521994,0.03301557281,0.2786522752,0.3049238243,0.003723857638,0.0003487698898,0.001283664582,0.004226250326,0.005456428883,0.003718389418,0.002678060614,0.01051367773,0.004124233851,0.00149863397,0.004212750658,0.003063740987,0.002856290401,0.001735305356,0.001156015828,0.001821258935,0.004406530695,0.001181135462,0.001409433636,0.002065107358,0.0003938827026,0.0006681480985,0.001076897524,0.003642346987,0.003208819692,0.000543233454,0.002267431488,0.0007464119934,0.003995218042,0.003391321525,0.005541528053,0.005966340373,0.008845016299,0.004673277289,0.000957109335,0.000841764075,0.003354923688,0.009109370546,0.0008796998494,0.0007718733916,0.01343165648,0.007305712444,0.001659092043,0.001400718661,0.00130639187,0.0007575193148,0.0003610733842,0.001061176392,0.002472318846,0.003895764795,0.0009859883705,0.002002222831,0.004847576793,0.004110905066,0.001298189541,0.0008796998494,0.002884998554,0.001445660592,0.001958647955,0.001018797689,0.002234280406,0.0004634316223,0.004313570959,0.005554856839,0.008768973868,0.008199937252,0.001469925817,0.002269140307,0.001022215326,0.0009080662393,0.001374573735,0.0009108003491,0.006320236719,0.002509400211]"
sub-22745,ses-1,"[0.01082990066,0.001028046982,0.001573301079,0.04298622303,0.2145187573,0.2888447505,0.003105214486,0.000221367088,0.002063308329,0.004253817301,0.005288319241,0.002592235179,0.003591234851,0.01393169781,0.003416571282,0.00173486488,0.004663707132,0.001877633362,0.005458046665,0.002039007311,0.001686642547,0.002333277454,0.003353730368,0.000891163903,0.002068624177,0.002712031605,0.0007332072845,0.0006354336564,0.003502004549,0.008775135654,0.006538302866,0.0007330174328,0.002859356528,0.001021022469,0.00249882814,0.003697172102,0.008440806801,0.006132589773,0.009611812117,0.004859064536,0.00175157183,0.001557163684,0.001904592304,0.008835698348,0.001071902726,0.001184294935,0.01049310373,0.009179140082,0.001298965365,0.001914844296,0.001990215423,0.0005631001568,0.0005689855597,0.001511219571,0.003330758311,0.002699311541,0.001109873067,0.00500430109,0.007014071239,0.00468914726,0.00157349093,0.001053107407,0.003010668337,0.001148223111,0.001063359399,0.0009944432304,0.0007799108039,0.0006849849514,0.003315380323,0.009120855608,0.007759998588,0.01129143015,0.001618295933,0.002848345129,0.001030704906,0.001543684213,0.001869849442,0.0008778742836,0.006605320518,0.006626204206]"
sub-22798,ses-1,"[0.01346269007,0.0009463726146,0.001207174609,0.03706358737,0.2428662634,0.2909035353,0.002699706603,6.633915586e-05,0.0009851859714,0.004265706736,0.003939555722,0.002282463016,0.003475577685,0.01389597387,0.003918366797,0.001536494061,0.003021302988,0.002992390998,0.002920507077,0.001909577552,0.001330149582,0.002313553307,0.003032194491,0.001241829392,0.001607387845,0.001754522152,0.0003079324996,0.000493682136,0.001540652635,0.009915624515,0.003474191494,0.0003992230992,0.002097109435,0.0005536844173,0.007664449817,0.002476925855,0.007340675131,0.00437442374,0.0109994281,0.005137423047,0.002320286237,0.001331139719,0.002765253649,0.008248432416,0.000744978819,0.001065981122,0.009814432549,0.007938321615,0.002356525238,0.001067367314,0.00144678768,0.0009059750391,0.0006625994493,0.001023009192,0.002189786226,0.002502471381,0.001635903781,0.003050611033,0.005692493655,0.003976388805,0.002100277872,0.0009570660904,0.003138139113,0.002050573012,0.001643032765,0.001128953814,0.001007761087,0.00033387408,0.003862721117,0.00971343861,0.009269659361,0.008848653256,0.0008988460551,0.002613366686,0.0009487489425,0.001035880968,0.001372527431,0.0009871662447,0.006713126519,0.005179206813]"
sub-23582,ses-1,"[0.01097970444,0.0007923960101,0.001580847968,0.04007426292,0.2518811786,0.2916347183,0.002646638529,0.0001326635854,0.001764784236,0.004383276572,0.004729636095,0.002797229626,0.003920567499,0.01538951373,0.004088369007,0.001683751884,0.005359071025,0.0007402269515,0.002068297007,0.001927028216,0.001754924105,0.002270877887,0.003104327898,0.0009856545845,0.0005831819504,0.002958218679,0.0006333789828,0.001312652395,0.002058078325,0.007462326679,0.004691450495,0.0006674412547,0.002964314033,0.000966113597,0.002107020431,0.001363207978,0.008338623443,0.006575094133,0.008098036238,0.005324291653,0.002882385306,0.001308887618,0.002712970322,0.009689640713,0.001464139868,0.001706340548,0.01397826002,0.008332169539,0.0009207569928,0.001637140354,0.00217460715,0.0004605577715,0.0003546061783,0.0008562179512,0.001832370955,0.003301171975,0.001495692288,0.003337206273,0.006233754313,0.004692705421,0.0009643208458,0.000486194113,0.00414699197,0.001021688883,0.001831833129,0.001283430551,0.001254208707,0.0007803845774,0.002700958889,0.006870539523,0.008589967155,0.006631565794,0.001332910483,0.002488517877,0.001138755533,0.001428643395,0.001214230357,0.001616882266,0.00623608489,0.004413215516]"
sub-23676,ses-1,"[0.007320961361,0.00092072605,0.001893198683,0.03557659311,0.2484669394,0.314885404,0.002096372111,0.0001457982682,0.001297295923,0.004166417012,0.008841403077,0.002622371591,0.002922501775,0.01052525506,0.002545568768,0.001602328415,0.006362287816,0.001943311164,0.004952965079,0.002186429322,0.001162028539,0.002524143866,0.00392711176,0.001283859968,0.001552760635,0.001933688115,0.0005378013331,0.0008413812888,0.002182616416,0.00303561799,0.005026499698,0.0003614998157,0.003149278907,0.0005289045521,0.003379142677,0.004346531436,0.005964656176,0.00575839611,0.006872309405,0.004569495661,0.001170199052,0.00199850752,0.003193944379,0.005737152776,0.0007324411133,0.0008816891537,0.01184234178,0.008528563206,0.002789957895,0.000969385995,0.001356668319,0.0008150540797,0.0005147423292,0.0008471914315,0.00122285347,0.004164782909,0.001254990822,0.003050324914,0.008261115075,0.005412874187,0.00121268572,0.0009412431163,0.002434086655,0.001282770567,0.001474505275,0.001238286662,0.001923520365,0.000475705433,0.004441127821,0.004217800462,0.007822812436,0.006427107221,0.002647064698,0.001979624556,0.001182182471,0.001287672874,0.001862877001,0.0008909490687,0.006204506129,0.003681270097]"
sub-23698,ses-1,"[0.009854420404,0.001356766543,0.002155840003,0.03919145149,0.2102431268,0.2857032594,0.002685894112,0.0003181553052,0.001562523352,0.005690148262,0.006090811024,0.003611697387,0.003423138162,0.009612630561,0.002773519897,0.001828471706,0.005492785511,0.001309268454,0.002914171567,0.002152564272,0.001908931831,0.002001880679,0.002792560079,0.001551877229,0.001124599158,0.003084919009,0.000994798345,0.0005419286313,0.003574845421,0.01109899318,0.004322530862,0.0007513706372,0.002682413648,0.001158175394,0.001472440769,0.003096179331,0.007387590756,0.005737646351,0.01015230713,0.004132743238,0.002860122017,0.001500898676,0.00449041204,0.008045603079,0.001101669046,0.001066250212,0.009775802876,0.009448229847,0.002557731164,0.001585043998,0.001579516203,0.0008682732622,0.0007945693305,0.001162065323,0.003650187218,0.003003435217,0.001458314182,0.004733020815,0.00686879697,0.004164067409,0.002149083809,0.0006107189675,0.001759271903,0.001090613456,0.0009741202975,0.0006659969163,0.001501103409,0.0008127905803,0.00396486206,0.00710587795,0.01204936444,0.01178403028,0.001832771102,0.001334041164,0.0008215941055,0.001258699367,0.001500079744,0.0009536469831,0.008263643877,0.006350617383]"
