subject,session,vector
sub-21797,ses-1,"[0.01100306684,0.002054098837,0.001124440618,0.04333217407,0.2413322655,0.2947335709,0.002399080838,0.0002620678718,0.001772454018,0.007039968887,0.006035457635,0.002781571611,0.002511607155,0.008849767166,0.003120795686,0.001956707638,0.0034591972,0.001205545113,0.00538859582,0.0021388226,0.001446390916,0.001176261948,0.004646481463,0.00134620301,0.001524205168,0.003318539303,0.0005387773259,0.0006384716952,0.003157810922,0.006891743431,0.004020841717,0.0004933719696,0.002555202878,0.0006725257124,0.00337924429,0.002543687027,0.008493598338,0.007645373638,0.008944197146,0.005831462556,0.002326037438,0.001970526659,0.002150502963,0.01253253639,0.000755110817,0.001195016334,0.009506664223,0.006866902095,0.001564017111,0.001681149769,0.001263288881,0.000675157907,0.0004180254,0.0009755571122,0.002863498667,0.002785519903,0.001044323195,0.002674474194,0.009265489396,0.007461613555,0.001308529725,0.000859576039,0.003285965895,0.0015814554,0.001699246107,0.001282865828,0.001412007874,0.0008215737299,0.003454755372,0.0068399221,0.006686267742,0.006299006116,0.001959668857,0.003728997144,0.001342748255,0.00191804728,0.001281056194,0.001061761484,0.005197926226,0.003753344944]"
sub-21827,ses-1,"[0.01350960218,0.001170919949,0.001323247249,0.03560133467,0.2410954778,0.3005427878,0.003760655004,0.0001562594296,0.001548233473,0.005926232898,0.006113436482,0.002859342408,0.004565715895,0.009141176634,0.002582896568,0.002578793475,0.003675002953,0.0008936192983,0.001918366586,0.002881054604,0.001475403586,0.001558491204,0.004401934129,0.001431808231,0.00115450758,0.002942600988,0.0005334019917,0.000677694069,0.004027185038,0.008214048748,0.004025475416,0.0005263925425,0.002415695559,0.000672907128,0.002687354458,0.002541181797,0.007183488747,0.007118352157,0.007909907036,0.005092621324,0.002510579567,0.001758004064,0.00231602461,0.006492117703,0.0009071253103,0.000938753313,0.01051913178,0.009290768538,0.002139249719,0.001611660441,0.00137282628,0.000630337546,0.0003381631858,0.001314870102,0.003128607836,0.003292218639,0.0009549947198,0.003179212641,0.008703342499,0.006297220822,0.001285122683,0.0007084672608,0.002468864796,0.001520024714,0.0015472077,0.001175194004,0.001401547926,0.0008821648325,0.003816217711,0.007615339205,0.00873565435,0.007945809093,0.002370561544,0.003478054526,0.001360175079,0.001670813354,0.001579177627,0.001149378715,0.005452325744,0.003747490916]"
sub-21856,ses-1,"[0.01074412439,0.001563703522,0.0009193675401,0.03511738794,0.2562114469,0.2819419746,0.003270721681,0.0001719775647,0.001590709633,0.005582809268,0.005298665219,0.003182413356,0.003898489497,0.006901635295,0.002924778372,0.001932013856,0.003356544782,0.001341855777,0.002405200681,0.002361792086,0.001553431259,0.001350968268,0.004377309499,0.001077262164,0.001065001721,0.003011429881,0.0006536141549,0.0007076263766,0.003256307377,0.007130275988,0.004756720504,0.0006812829924,0.002850552987,0.0008042187853,0.002265696722,0.003288449619,0.008349693017,0.007944767036,0.007439272286,0.006058481319,0.001886782762,0.001556744892,0.002706741305,0.009023188971,0.0008948466542,0.001161925493,0.01768850555,0.007032689489,0.00141492139,0.001902688202,0.001753906069,0.000640856667,0.0005590099262,0.001281050607,0.002599876633,0.00412514201,0.0008085265085,0.003120779777,0.007556409221,0.006635053501,0.001272269479,0.0006186553243,0.003068093009,0.001367370753,0.001536366048,0.001318991708,0.001568839653,0.0008481244256,0.003691221738,0.00693907935,0.006889871897,0.008898596362,0.00189954025,0.003248851702,0.0008946809725,0.002112441185,0.001848344617,0.001343843957,0.006477821604,0.004223722599]"
sub-22169,ses-1,"[0.007405574925,0.001874301638,0.001336850801,0.0441832325,0.2183440041,0.2553862404,0.003097674863,0.000187713352,0.001036266705,0.004363728602,0.005386645004,0.003243921364,0.003000379472,0.01610572469,0.004038871228,0.0013716425,0.007157785209,0.001798043088,0.003245135028,0.001616802611,0.001909295614,0.00300887512,0.00373464614,0.001649773814,0.001892708874,0.004038466673,0.0004266028657,0.0007969726367,0.002527050546,0.009145564422,0.004751089668,0.0006717629763,0.002919670822,0.0006529511856,0.003099697636,0.00263162792,0.006204249927,0.008889279059,0.01025707829,0.004632757436,0.001885224613,0.002812261566,0.002289576973,0.009089533605,0.001699736311,0.001264233244,0.01198452659,0.009133023229,0.002459692199,0.001629748359,0.002095997579,0.000432468908,0.0008337871088,0.001201729552,0.001680924521,0.00168476779,0.001827777854,0.003625820942,0.007910054558,0.0050308392,0.003599322614,0.0005908520487,0.002635673466,0.0008813222787,0.001764060499,0.0008730289087,0.002461714972,0.0006001568054,0.005127123204,0.007719104769,0.01125450775,0.01147013537,0.001975440297,0.002975903917,0.0007674401482,0.0009320938858,0.001931343842,0.0006264528568,0.00932457985,0.005942705354]"
sub-22520,ses-1,"[0.008167270122,0.001953531395,0.001740240118,0.05118970584,0.2232784454,0.2573895997,0.003184521033,0.0001464747246,0.001333521945,0.005513870454,0.005533132884,0.002501708036,0.003834026079,0.01250653368,0.004114133908,0.001218749969,0.005772709351,0.002433888232,0.002925280835,0.001491233086,0.001291786681,0.002499500882,0.002745297509,0.001188853073,0.001551026878,0.002683497214,0.0007945752183,0.001120030017,0.002805291951,0.005248209447,0.005535540687,0.000476745131,0.003342633475,0.0007791251446,0.003810951293,0.003622741305,0.008848678567,0.007992503705,0.01051106637,0.006324096396,0.001404351503,0.002290021961,0.002440108391,0.01036860465,0.0008796509487,0.0009127582495,0.01683135041,0.009486746546,0.002336572833,0.001852604291,0.00101749771,0.000601348972,0.0004311975111,0.0009440596975,0.001517317626,0.002222402807,0.001685663235,0.002894781988,0.00663971933,0.00516534087,0.001336130399,0.000817850654,0.002876924111,0.001213733711,0.001473375209,0.000924195317,0.002091779457,0.0004516638425,0.006590158704,0.008756379426,0.01246379516,0.009585065196,0.001621655786,0.001796020904,0.0007446132917,0.001598380351,0.001556444436,0.0008613917707,0.008561347327,0.004557169787]"
sub-22670,ses-1,"[0.0100245749,0.002154474469,0.001577376205,0.03106281556,0.2547697885,0.2933142433,0.004108931927,0.00021679761,0.001583355499,0.005112295954,0.004749102093,0.0039642716,0.00293332567,0.009823593482,0.002342918655,0.0008531101681,0.004693745408,0.002740830994,0.003790679207,0.001724736858,0.001231541583,0.001767749195,0.00284074306,0.001049076691,0.001341483432,0.001611901803,0.0005965791883,0.0007333314174,0.002447074091,0.004587468288,0.004585153723,0.000430509133,0.002975759365,0.0004542334266,0.004037180404,0.002141937241,0.009147547554,0.009062680162,0.01153849344,0.003792993772,0.002240692024,0.0008469379941,0.002268273926,0.01116835588,0.0008452020702,0.0009584228861,0.01821813581,0.01016537761,0.002010007023,0.001279375931,0.001489422726,0.0004580910353,0.0001924946751,0.0008857069618,0.0009879335928,0.002937376159,0.001440045335,0.003514281543,0.006102736993,0.00422562459,0.001808061206,0.0009119387011,0.003114440399,0.001435223324,0.001213603703,0.0008953509836,0.001383531367,0.0005371720141,0.003803795077,0.009051685978,0.009576513644,0.006640101887,0.001997469794,0.00209275273,0.0008797276683,0.0007456757653,0.001170591366,0.0007040135911,0.005192534216,0.003608021434]"
sub-22744,ses-1,"[0.01248890122,0.001621668914,0.001676521994,0.03301557281,0.2786522752,0.3049238243,0.003723857638,0.0003487698898,0.001283664582,0.004226250326,0.005456428883,0.003718389418,0.002678060614,0.01051367773,0.004124233851,0.00149863397,0.004212750658,0.003063740987,0.002856290401,0.001735305356,0.001156015828,0.001821258935,0.004406530695,0.001181135462,0.001409433636,0.002065107358,0.0003938827026,0.0006681480985,0.001076897524,0.003642346987,0.003208819692,0.000543233454,0.002267431488,0.0007464119934,0.003995218042,0.003391321525,0.005541528053,0.005966340373,0.008845016299,0.004673277289,0.000957109335,0.000841764075,0.003354923688,0.009109370546,0.0008796998494,0.0007718733916,0.01343165648,0.007305712444,0.001659092043,0.001400718661,0.00130639187,0.0007575193148,0.0003610733842,0.001061176392,0.002472318846,0.003895764795,0.0009859883705,0.002002222831,0.004847576793,0.004110905066,0.001298189541,0.0008796998494,0.002884998554,0.001445660592,0.001958647955,0.001018797689,0.002234280406,0.0004634316223,0.004313570959,0.005554856839,0.008768973868,0.008199937252,0.001469925817,0.002269140307,0.001022215326,0.0009080662393,0.001374573735,0.0009108003491,0.006320236719,0.002509400211]"
sub-22745,ses-1,"[0.01082990066,0.001028046982,0.001573301079,0.04298622303,0.2145187573,0.2888447505,0.003105214486,0.000221367088,0.002063308329,0.004253817301,0.005288319241,0.002592235179,0.003591234851,0.01393169781,0.003416571282,0.00173486488,0.004663707132,0.001877633362,0.005458046665,0.002039007311,0.001686642547,0.002333277454,0.003353730368,0.000891163903,0.002068624177,0.002712031605,0.0007332072845,0.0006354336564,0.003502004549,0.008775135654,0.006538302866,0.0007330174328,0.002859356528,0.001021022469,0.00249882814,0.003697172102,0.008440806801,0.006132589773,0.009611812117,0.004859064536,0.00175157183,0.001557163684,0.001904592304,0.008835698348,0.001071902726,0.001184294935,0.01049310373,0.009179140082,0.001298965365,0.001914844296,0.001990215423,0.0005631001568,0.0005689855597,0.001511219571,0.003330758311,0.002699311541,0.001109873067,0.00500430109,0.007014071239,0.00468914726,0.00157349093,0.001053107407,0.003010668337,0.001148223111,0.001063359399,0.0009944432304,0.0007799108039,0.0006849849514,0.003315380323,0.009120855608,0.007759998588,0.01129143015,0.001618295933,0.002848345129,0.001030704906,0.001543684213,0.001869849442,0.0008778742836,0.006605320518,0.006626204206]"
sub-22797,ses-1,"[0.009370445008,0.002378870769,0.001131261741,0.03513160005,0.2667058246,0.2988968834,0.00352104557,0.0003904058725,0.001065607372,0.005753118098,0.006806052242,0.003191893639,0.002729496783,0.01047741639,0.002564744801,0.001538037202,0.005719674854,0.002117133379,0.002851124582,0.001560919422,0.001241272413,0.002296846813,0.003902650588,0.001239512243,0.001843778861,0.001375221407,0.0004773583076,0.0005725835452,0.00141957771,0.003428284571,0.004745244327,0.000520658508,0.002326945732,0.001101338839,0.005131777824,0.003342740273,0.006003414379,0.006505767111,0.01022007943,0.006755711358,0.001441051794,0.001478719448,0.002485185083,0.008440898835,0.0006676327657,0.001233879696,0.01562045931,0.008493175906,0.002240697366,0.001176146096,0.001519555409,0.0007795796255,0.0003875895993,0.001202548657,0.001626397774,0.004108238532,0.0009763667154,0.002138079411,0.008218061218,0.00702818579,0.001633086422,0.001639599054,0.002729496783,0.001967342848,0.002083690135,0.001031812094,0.001470446645,0.0004576443952,0.004312418339,0.005897628117,0.009330489132,0.007384268333,0.001932843501,0.001823888932,0.0007005479588,0.001236343935,0.001065079321,0.0006720331926,0.005807683392,0.003866391071]"
sub-22798,ses-1,"[0.01346269007,0.0009463726146,0.001207174609,0.03706358737,0.2428662634,0.2909035353,0.002699706603,6.633915586e-05,0.0009851859714,0.004265706736,0.003939555722,0.002282463016,0.003475577685,0.01389597387,0.003918366797,0.001536494061,0.003021302988,0.002992390998,0.002920507077,0.001909577552,0.001330149582,0.002313553307,0.003032194491,0.001241829392,0.001607387845,0.001754522152,0.0003079324996,0.000493682136,0.001540652635,0.009915624515,0.003474191494,0.0003992230992,0.002097109435,0.0005536844173,0.007664449817,0.002476925855,0.007340675131,0.00437442374,0.0109994281,0.005137423047,0.002320286237,0.001331139719,0.002765253649,0.008248432416,0.000744978819,0.001065981122,0.009814432549,0.007938321615,0.002356525238,0.001067367314,0.00144678768,0.0009059750391,0.0006625994493,0.001023009192,0.002189786226,0.002502471381,0.001635903781,0.003050611033,0.005692493655,0.003976388805,0.002100277872,0.0009570660904,0.003138139113,0.002050573012,0.001643032765,0.001128953814,0.001007761087,0.00033387408,0.003862721117,0.00971343861,0.009269659361,0.008848653256,0.0008988460551,0.002613366686,0.0009487489425,0.001035880968,0.001372527431,0.0009871662447,0.006713126519,0.005179206813]"
sub-22870,ses-1,"[0.008995757529,0.002011924782,0.00148410029,0.03910640575,0.2504102966,0.2817531723,0.002931700046,0.0002140345513,0.001664309739,0.006287647149,0.005638854915,0.003221411099,0.002483565204,0.0105958569,0.003545902767,0.001151964531,0.004985667329,0.001502255007,0.003833129491,0.001503210518,0.001768078275,0.002039825715,0.002857170157,0.001187509555,0.001608890078,0.00213002599,0.0007458721908,0.0008832747286,0.002835193396,0.005883083626,0.004549954135,0.0005775110839,0.002997821434,0.0006870126892,0.002750152882,0.003096430209,0.007274881517,0.007164042195,0.01005255313,0.006130369974,0.001410143709,0.001667176273,0.003219308974,0.01065089436,0.001018766244,0.00100500688,0.01348818988,0.006130752179,0.001992814554,0.001696797126,0.001335040514,0.0007351704632,0.0004748891607,0.0008584314325,0.001528818224,0.002466748204,0.001031952301,0.00316025837,0.01068930592,0.007363361871,0.001352621923,0.0006587295521,0.002437318453,0.001025645926,0.002231883504,0.001194580339,0.002384765326,0.0007753019416,0.003666488305,0.006375554197,0.007460824033,0.008226379758,0.001382051674,0.002453562146,0.001026219233,0.001194580339,0.001344977832,0.00153359578,0.006373069867,0.004656971411]"
sub-23113,ses-1,"[0.01343542084,0.001089562357,0.0009655351608,0.03336147561,0.2640069764,0.2953391169,0.002910406728,0.000232596997,0.001440114002,0.006008878433,0.00446405898,0.002923287891,0.002599602671,0.01320632016,0.003511404982,0.00150157555,0.004815162674,0.001956096581,0.005727333018,0.00135767456,0.00145925173,0.001913588743,0.003013456031,0.001232911297,0.0009992102007,0.001508568181,0.000984856905,0.000531992024,0.002291374847,0.004672733817,0.004624889498,0.0006554671703,0.002295239196,0.0007686373864,0.002525627993,0.002607331369,0.007359008312,0.006448862152,0.01047330545,0.004698864176,0.001254257224,0.001516112863,0.002540349322,0.01154869852,0.001127469779,0.00123603958,0.01732313979,0.008314606576,0.002284566232,0.00117899443,0.001376260238,0.000252470791,0.0004416398677,0.0007454512934,0.001445818517,0.002516979213,0.001088458257,0.003278623968,0.005956249683,0.004926492724,0.001151023905,0.0004885641037,0.003058908134,0.001215797752,0.001243952294,0.001476365274,0.001117900915,0.0003667451068,0.003311562941,0.007366000944,0.01016949402,0.008155432207,0.001595055989,0.002077363528,0.0006273126288,0.0009421650511,0.001302653593,0.001166665317,0.005197917226,0.003886982886]"
sub-23303,ses-1,"[0.008424353418,0.001594661868,0.001943780002,0.04798882474,0.2151811287,0.2444918066,0.002687316688,0.0001622539049,0.001404095201,0.004799230938,0.006565729492,0.002582123888,0.003790643242,0.01130528584,0.00362076667,0.001655207621,0.005442366215,0.002579292612,0.002813852955,0.001814412459,0.001815936992,0.001829875583,0.003102643127,0.001607293716,0.001192402858,0.002260011774,0.0008763888771,0.0007971131437,0.00195183825,0.007852871208,0.005603531168,0.0006172182102,0.00343324907,0.0009835417915,0.00512896572,0.004595814633,0.007617004122,0.009209488086,0.01271983498,0.005008963167,0.002231699012,0.001463334211,0.003722474823,0.007069261074,0.0009382413724,0.001189353792,0.01655860992,0.01328369453,0.001769765411,0.001680689106,0.001633428573,0.0007348250674,0.000618524953,0.001567002478,0.00166413703,0.003237237641,0.002073583126,0.003455463699,0.006739308502,0.0051019597,0.001727078478,0.0008147541723,0.004403287852,0.001455275963,0.001565042364,0.0009299653343,0.001809838859,0.0003573941718,0.005947857911,0.009549241229,0.01097250199,0.01231975388,0.001923089907,0.00202066004,0.000854392039,0.001325037259,0.001953144992,0.001606422554,0.009529857876,0.004325318862]"
sub-23582,ses-1,"[0.01097970444,0.0007923960101,0.001580847968,0.04007426292,0.2518811786,0.2916347183,0.002646638529,0.0001326635854,0.001764784236,0.004383276572,0.004729636095,0.002797229626,0.003920567499,0.01538951373,0.004088369007,0.001683751884,0.005359071025,0.0007402269515,0.002068297007,0.001927028216,0.001754924105,0.002270877887,0.003104327898,0.0009856545845,0.0005831819504,0.002958218679,0.0006333789828,0.001312652395,0.002058078325,0.007462326679,0.004691450495,0.0006674412547,0.002964314033,0.000966113597,0.002107020431,0.001363207978,0.008338623443,0.006575094133,0.008098036238,0.005324291653,0.002882385306,0.001308887618,0.002712970322,0.009689640713,0.001464139868,0.001706340548,0.01397826002,0.008332169539,0.0009207569928,0.001637140354,0.00217460715,0.0004605577715,0.0003546061783,0.0008562179512,0.001832370955,0.003301171975,0.001495692288,0.003337206273,0.006233754313,0.004692705421,0.0009643208458,0.000486194113,0.00414699197,0.001021688883,0.001831833129,0.001283430551,0.001254208707,0.0007803845774,0.002700958889,0.006870539523,0.008589967155,0.006631565794,0.001332910483,0.002488517877,0.001138755533,0.001428643395,0.001214230357,0.001616882266,0.00623608489,0.004413215516]"
sub-23676,ses-1,"[0.007320961361,0.00092072605,0.001893198683,0.03557659311,0.2484669394,0.314885404,0.002096372111,0.0001457982682,0.001297295923,0.004166417012,0.008841403077,0.002622371591,0.002922501775,0.01052525506,0.002545568768,0.001602328415,0.006362287816,0.001943311164,0.004952965079,0.002186429322,0.001162028539,0.002524143866,0.00392711176,0.001283859968,0.001552760635,0.001933688115,0.0005378013331,0.0008413812888,0.002182616416,0.00303561799,0.005026499698,0.0003614998157,0.003149278907,0.0005289045521,0.003379142677,0.004346531436,0.005964656176,0.00575839611,0.006872309405,0.004569495661,0.001170199052,0.00199850752,0.003193944379,0.005737152776,0.0007324411133,0.0008816891537,0.01184234178,0.008528563206,0.002789957895,0.000969385995,0.001356668319,0.0008150540797,0.0005147423292,0.0008471914315,0.00122285347,0.004164782909,0.001254990822,0.003050324914,0.008261115075,0.005412874187,0.00121268572,0.0009412431163,0.002434086655,0.001282770567,0.001474505275,0.001238286662,0.001923520365,0.000475705433,0.004441127821,0.004217800462,0.007822812436,0.006427107221,0.002647064698,0.001979624556,0.001182182471,0.001287672874,0.001862877001,0.0008909490687,0.006204506129,0.003681270097]"
sub-23698,ses-1,"[0.009854420404,0.001356766543,0.002155840003,0.03919145149,0.2102431268,0.2857032594,0.002685894112,0.0003181553052,0.001562523352,0.005690148262,0.006090811024,0.003611697387,0.003423138162,0.009612630561,0.002773519897,0.001828471706,0.005492785511,0.001309268454,0.002914171567,0.002152564272,0.001908931831,0.002001880679,0.002792560079,0.001551877229,0.001124599158,0.003084919009,0.000994798345,0.0005419286313,0.003574845421,0.01109899318,0.004322530862,0.0007513706372,0.002682413648,0.001158175394,0.001472440769,0.003096179331,0.007387590756,0.005737646351,0.01015230713,0.004132743238,0.002860122017,0.001500898676,0.00449041204,0.008045603079,0.001101669046,0.001066250212,0.009775802876,0.009448229847,0.002557731164,0.001585043998,0.001579516203,0.0008682732622,0.0007945693305,0.001162065323,0.003650187218,0.003003435217,0.001458314182,0.004733020815,0.00686879697,0.004164067409,0.002149083809,0.0006107189675,0.001759271903,0.001090613456,0.0009741202975,0.0006659969163,0.001501103409,0.0008127905803,0.00396486206,0.00710587795,0.01204936444,0.01178403028,0.001832771102,0.001334041164,0.0008215941055,0.001258699367,0.001500079744,0.0009536469831,0.008263643877,0.006350617383]"
