subject,session,vector
sub-20964,ses-1,"[0.007221362489,0.001698357474,0.0008961805246,0.04960261857,0.2206737854,0.2531518238,0.004211281491,0.0002548716173,0.001664925241,0.00624120806,0.006303352683,0.002427966811,0.004506075129,0.008462091682,0.004994972382,0.002596701261,0.005751524166,0.001135515986,0.003333390365,0.002157165717,0.002150872591,0.001475541469,0.003026207135,0.001299530592,0.00109008748,0.004403025185,0.0009909707403,0.00121850659,0.00315069304,0.007675647548,0.00452751109,0.0008702213784,0.00288284185,0.00108005781,0.002339469722,0.002590801455,0.008188734006,0.008986387771,0.01006546228,0.006001479278,0.001990201209,0.001713106989,0.003042923252,0.01041925398,0.0009774011866,0.001454302168,0.01191701805,0.008274871173,0.002812437499,0.001921173479,0.001735722912,0.0007276427345,0.0005205595455,0.001517430092,0.003612254526,0.002297581099,0.001373868147,0.0040224877,0.008257761736,0.007650671703,0.001212213464,0.0004888972535,0.002229733331,0.001374458127,0.002173488514,0.0008889040973,0.001421656575,0.0005593016046,0.004083059042,0.01053430019,0.009768898701,0.01190797168,0.001906423964,0.002538096522,0.0008236129114,0.001885381323,0.001938676237,0.0008472121352,0.008188930666,0.007285867034]"
sub-21095,ses-1,"[0.007970164828,0.00171776083,0.002301702189,0.03179645328,0.2169790682,0.2742857191,0.003101447963,9.859299753e-05,0.00124679943,0.007114140648,0.004845655413,0.003615993392,0.003298210812,0.01517739758,0.003442926714,0.001740399137,0.005086002291,0.002448533821,0.00302824372,0.00190669548,0.001353643773,0.002849252999,0.004154023419,0.001313656484,0.001665713883,0.002412777991,0.001178672938,0.0007254836664,0.002771605724,0.00699333249,0.005452235078,0.0006429702135,0.002259176025,0.0006484711103,0.00327155262,0.004725693547,0.005705911052,0.007330579782,0.01245995453,0.005629110069,0.002081877888,0.001579392117,0.003353431354,0.008327934697,0.0009709082954,0.000871469006,0.01372198721,0.01154447835,0.00193102637,0.001282766833,0.001650269057,0.000602136633,0.0008386751979,0.001737013969,0.001929968505,0.003335447652,0.002485135942,0.003254838356,0.006635985767,0.00525124077,0.002403257208,0.0008346553117,0.002445148653,0.001028456139,0.002521314917,0.001218660227,0.002273986132,0.0005136991373,0.004988678731,0.008380827936,0.01215888621,0.01048280525,0.001896539978,0.001700411848,0.0007855703859,0.0009139951702,0.001821008433,0.0007948795959,0.01102675932,0.004225323506]"
sub-21116,ses-1,"[0.01161643151,0.001959222682,0.001234383938,0.02831615438,0.2670448434,0.2965457118,0.00292744419,0.0002724996318,0.001486330487,0.00641393225,0.006896758436,0.002781688573,0.003723704899,0.008609001565,0.002653231801,0.00140702984,0.003860725455,0.001309745245,0.002673271057,0.002300746419,0.001474512464,0.001453616829,0.002796418283,0.001174437445,0.001514419701,0.003621110757,0.001004703231,0.0008322286051,0.003150787697,0.007468990535,0.005614417303,0.0005610991789,0.002963069535,0.001218969126,0.001381338485,0.002411904346,0.008357397569,0.006566025068,0.009861026901,0.004612797035,0.001644417954,0.001644246678,0.003277531712,0.01037999226,0.001045638122,0.001042383884,0.008532270054,0.007525511515,0.002452154134,0.001431350988,0.001520243074,0.0005324961377,0.0003502587976,0.0006047744813,0.001577962984,0.002583180042,0.001245003032,0.003771662094,0.005255937272,0.005397582272,0.001113634573,0.0004720358172,0.003827840522,0.001432207367,0.001388360789,0.000979696979,0.001374144906,0.0005004675826,0.002346819582,0.008536723222,0.007024872657,0.007590938831,0.001338005734,0.002316846335,0.000956060933,0.001447450904,0.001676446509,0.001177177856,0.006424722619,0.003421060745]"
sub-21124,ses-1,"[0.01155812307,0.0009872876006,0.001655421268,0.04688187322,0.2297061766,0.276799688,0.004369926377,0.00016305962,0.001747220441,0.006153759328,0.005721017313,0.002815591357,0.004251158965,0.01063423763,0.003337810775,0.002224611858,0.004386714552,0.001729182082,0.004010766578,0.002024582533,0.001369843686,0.001746684648,0.005115928603,0.001303941167,0.001593090701,0.003304055827,0.0007068893493,0.0007510029595,0.003743584551,0.007575396321,0.006647224531,0.0007074251422,0.003082951983,0.0009129909939,0.003044196301,0.002390350442,0.0089457758,0.005506164386,0.009541041642,0.006109824315,0.001717394639,0.001560764534,0.003267264719,0.01128522592,0.0009610337516,0.001245003955,0.01163474145,0.008705562012,0.002065838581,0.001767759166,0.001630774798,0.000538471801,0.0005216836254,0.001390203814,0.002471790954,0.00347586673,0.001133737643,0.003375316274,0.005933548472,0.003844492201,0.001342875447,0.001040331091,0.003935576984,0.001277151525,0.001537368246,0.001303226777,0.001324479892,0.0004663183656,0.004151144302,0.006925301013,0.009121158656,0.00993913572,0.00161863016,0.002995974946,0.001104626232,0.001503256102,0.002143171347,0.001387882045,0.007061213796,0.004690151895]"
sub-21539,ses-1,"[0.009659839728,0.00197194126,0.001066872861,0.04111825509,0.2534290317,0.2977924462,0.00262984889,0.0001822122314,0.001597312912,0.006230524549,0.005548483921,0.002507564237,0.002360822653,0.008852437085,0.00301662472,0.001787623465,0.004307497151,0.001207297754,0.002650580593,0.002268501789,0.001704696654,0.001369750081,0.003843625301,0.00111497689,0.001243254301,0.002716500929,0.0005445311307,0.0008265146817,0.001902457662,0.005860917161,0.00449796967,0.0005540871499,0.002559879393,0.0009146244185,0.003644892494,0.003246293115,0.008063498614,0.006346978411,0.007671863791,0.005623312411,0.001436804182,0.001810460731,0.002360336754,0.009346272723,0.0008851465286,0.001163242885,0.01680709426,0.007975226911,0.002106859294,0.00151260447,0.001777905479,0.0005294682529,0.0006013813469,0.001135870559,0.002368111143,0.003275447072,0.0009798968889,0.002516634357,0.00791951046,0.007328494964,0.0009227227399,0.0008077265761,0.002749704047,0.001322131951,0.001376714637,0.001241310704,0.001298646819,0.00071913094,0.003562937481,0.00600652498,0.007422597459,0.007108706522,0.001595855214,0.002615919777,0.0009850798146,0.002014376464,0.001611403991,0.001125504708,0.006450312992,0.003662708801]"
sub-21567,ses-1,"[0.01050932371,0.001108697432,0.001047403316,0.04108090401,0.2454777015,0.2981036816,0.002676509748,0.0001874282897,0.001827510252,0.004821634966,0.004944223198,0.002606435207,0.00254041317,0.009316367977,0.004166142515,0.001801168978,0.004284340535,0.001489801622,0.004116330492,0.002078427764,0.001781244169,0.001835952967,0.003609936401,0.0009612876155,0.001961580578,0.002379326153,0.000501159607,0.0006710270479,0.002898553172,0.00512506617,0.003697571791,0.0004498278952,0.002561519959,0.0006381004565,0.003369994419,0.002754182732,0.008575941806,0.007493416792,0.008995544779,0.006760757919,0.001434248552,0.001887115825,0.002290677638,0.01193563611,0.0007314768927,0.001007215989,0.01220597187,0.007164826295,0.002145800635,0.00222853925,0.00155666793,0.0005511404843,0.0003481775976,0.000861325861,0.001838654636,0.002273792206,0.0008775358752,0.002404823155,0.009968821051,0.007971781067,0.001653421453,0.0006548170337,0.002100041116,0.001520026544,0.002215706322,0.00118687698,0.001121699215,0.0009126575727,0.00313562463,0.0058756236,0.006995296563,0.00892631451,0.001706103999,0.00283742791,0.0009984355648,0.001467006289,0.001237364421,0.001058716555,0.005307935393,0.004265935415]"
sub-21738,ses-1,"[0.01246842692,0.0007913309708,0.001125799326,0.03598081991,0.26077041,0.3064184233,0.004082141522,0.0002193982206,0.001344546514,0.007335680417,0.005132095469,0.002344370898,0.004348739657,0.007856669812,0.001698545868,0.001460593199,0.003298134676,0.001544250977,0.003093547463,0.001756162315,0.001174138549,0.001339012731,0.005128026511,0.001350080297,0.001364077513,0.003168090775,0.0004438419493,0.0004928322048,0.002888471974,0.006497963324,0.003444617167,0.0004903908299,0.002132134043,0.0006297119552,0.002434376251,0.002549120869,0.007140044912,0.006000736644,0.008528210656,0.005386812246,0.001222152254,0.001364403029,0.002230765587,0.005719815777,0.001076971829,0.0009749223602,0.0108157789,0.007789450624,0.001786109847,0.001347313405,0.001600728116,0.000420567509,0.0005572845011,0.001026842266,0.002097303762,0.003404904136,0.0008969611231,0.002095838937,0.00668578643,0.006381265605,0.001264632177,0.0009303265795,0.004028105758,0.001183578531,0.001234521887,0.001273909401,0.001938777154,0.0004902280716,0.002865848567,0.006207765232,0.008783903983,0.0111785672,0.001734027183,0.002596483541,0.001038235348,0.002099745137,0.001427227742,0.0008896369985,0.006447182727,0.003185831432]"
sub-21797,ses-1,"[0.01100306684,0.002054098837,0.001124440618,0.04333217407,0.2413322655,0.2947335709,0.002399080838,0.0002620678718,0.001772454018,0.007039968887,0.006035457635,0.002781571611,0.002511607155,0.008849767166,0.003120795686,0.001956707638,0.0034591972,0.001205545113,0.00538859582,0.0021388226,0.001446390916,0.001176261948,0.004646481463,0.00134620301,0.001524205168,0.003318539303,0.0005387773259,0.0006384716952,0.003157810922,0.006891743431,0.004020841717,0.0004933719696,0.002555202878,0.0006725257124,0.00337924429,0.002543687027,0.008493598338,0.007645373638,0.008944197146,0.005831462556,0.002326037438,0.001970526659,0.002150502963,0.01253253639,0.000755110817,0.001195016334,0.009506664223,0.006866902095,0.001564017111,0.001681149769,0.001263288881,0.000675157907,0.0004180254,0.0009755571122,0.002863498667,0.002785519903,0.001044323195,0.002674474194,0.009265489396,0.007461613555,0.001308529725,0.000859576039,0.003285965895,0.0015814554,0.001699246107,0.001282865828,0.001412007874,0.0008215737299,0.003454755372,0.0068399221,0.006686267742,0.006299006116,0.001959668857,0.003728997144,0.001342748255,0.00191804728,0.001281056194,0.001061761484,0.005197926226,0.003753344944]"
sub-21827,ses-1,"[0.01350960218,0.001170919949,0.001323247249,0.03560133467,0.2410954778,0.3005427878,0.003760655004,0.0001562594296,0.001548233473,0.005926232898,0.006113436482,0.002859342408,0.004565715895,0.009141176634,0.002582896568,0.002578793475,0.003675002953,0.0008936192983,0.001918366586,0.002881054604,0.001475403586,0.001558491204,0.004401934129,0.001431808231,0.00115450758,0.002942600988,0.0005334019917,0.000677694069,0.004027185038,0.008214048748,0.004025475416,0.0005263925425,0.002415695559,0.000672907128,0.002687354458,0.002541181797,0.007183488747,0.007118352157,0.007909907036,0.005092621324,0.002510579567,0.001758004064,0.00231602461,0.006492117703,0.0009071253103,0.000938753313,0.01051913178,0.009290768538,0.002139249719,0.001611660441,0.00137282628,0.000630337546,0.0003381631858,0.001314870102,0.003128607836,0.003292218639,0.0009549947198,0.003179212641,0.008703342499,0.006297220822,0.001285122683,0.0007084672608,0.002468864796,0.001520024714,0.0015472077,0.001175194004,0.001401547926,0.0008821648325,0.003816217711,0.007615339205,0.00873565435,0.007945809093,0.002370561544,0.003478054526,0.001360175079,0.001670813354,0.001579177627,0.001149378715,0.005452325744,0.003747490916]"
sub-21856,ses-1,"[0.01074412439,0.001563703522,0.0009193675401,0.03511738794,0.2562114469,0.2819419746,0.003270721681,0.0001719775647,0.001590709633,0.005582809268,0.005298665219,0.003182413356,0.003898489497,0.006901635295,0.002924778372,0.001932013856,0.003356544782,0.001341855777,0.002405200681,0.002361792086,0.001553431259,0.001350968268,0.004377309499,0.001077262164,0.001065001721,0.003011429881,0.0006536141549,0.0007076263766,0.003256307377,0.007130275988,0.004756720504,0.0006812829924,0.002850552987,0.0008042187853,0.002265696722,0.003288449619,0.008349693017,0.007944767036,0.007439272286,0.006058481319,0.001886782762,0.001556744892,0.002706741305,0.009023188971,0.0008948466542,0.001161925493,0.01768850555,0.007032689489,0.00141492139,0.001902688202,0.001753906069,0.000640856667,0.0005590099262,0.001281050607,0.002599876633,0.00412514201,0.0008085265085,0.003120779777,0.007556409221,0.006635053501,0.001272269479,0.0006186553243,0.003068093009,0.001367370753,0.001536366048,0.001318991708,0.001568839653,0.0008481244256,0.003691221738,0.00693907935,0.006889871897,0.008898596362,0.00189954025,0.003248851702,0.0008946809725,0.002112441185,0.001848344617,0.001343843957,0.006477821604,0.004223722599]"
sub-22520,ses-1,"[0.008167270122,0.001953531395,0.001740240118,0.05118970584,0.2232784454,0.2573895997,0.003184521033,0.0001464747246,0.001333521945,0.005513870454,0.005533132884,0.002501708036,0.003834026079,0.01250653368,0.004114133908,0.001218749969,0.005772709351,0.002433888232,0.002925280835,0.001491233086,0.001291786681,0.002499500882,0.002745297509,0.001188853073,0.001551026878,0.002683497214,0.0007945752183,0.001120030017,0.002805291951,0.005248209447,0.005535540687,0.000476745131,0.003342633475,0.0007791251446,0.003810951293,0.003622741305,0.008848678567,0.007992503705,0.01051106637,0.006324096396,0.001404351503,0.002290021961,0.002440108391,0.01036860465,0.0008796509487,0.0009127582495,0.01683135041,0.009486746546,0.002336572833,0.001852604291,0.00101749771,0.000601348972,0.0004311975111,0.0009440596975,0.001517317626,0.002222402807,0.001685663235,0.002894781988,0.00663971933,0.00516534087,0.001336130399,0.000817850654,0.002876924111,0.001213733711,0.001473375209,0.000924195317,0.002091779457,0.0004516638425,0.006590158704,0.008756379426,0.01246379516,0.009585065196,0.001621655786,0.001796020904,0.0007446132917,0.001598380351,0.001556444436,0.0008613917707,0.008561347327,0.004557169787]"
sub-22670,ses-1,"[0.0100245749,0.002154474469,0.001577376205,0.03106281556,0.2547697885,0.2933142433,0.004108931927,0.00021679761,0.001583355499,0.005112295954,0.004749102093,0.0039642716,0.00293332567,0.009823593482,0.002342918655,0.0008531101681,0.004693745408,0.002740830994,0.003790679207,0.001724736858,0.001231541583,0.001767749195,0.00284074306,0.001049076691,0.001341483432,0.001611901803,0.0005965791883,0.0007333314174,0.002447074091,0.004587468288,0.004585153723,0.000430509133,0.002975759365,0.0004542334266,0.004037180404,0.002141937241,0.009147547554,0.009062680162,0.01153849344,0.003792993772,0.002240692024,0.0008469379941,0.002268273926,0.01116835588,0.0008452020702,0.0009584228861,0.01821813581,0.01016537761,0.002010007023,0.001279375931,0.001489422726,0.0004580910353,0.0001924946751,0.0008857069618,0.0009879335928,0.002937376159,0.001440045335,0.003514281543,0.006102736993,0.00422562459,0.001808061206,0.0009119387011,0.003114440399,0.001435223324,0.001213603703,0.0008953509836,0.001383531367,0.0005371720141,0.003803795077,0.009051685978,0.009576513644,0.006640101887,0.001997469794,0.00209275273,0.0008797276683,0.0007456757653,0.001170591366,0.0007040135911,0.005192534216,0.003608021434]"
sub-22797,ses-1,"[0.009370445008,0.002378870769,0.001131261741,0.03513160005,0.2667058246,0.2988968834,0.00352104557,0.0003904058725,0.001065607372,0.005753118098,0.006806052242,0.003191893639,0.002729496783,0.01047741639,0.002564744801,0.001538037202,0.005719674854,0.002117133379,0.002851124582,0.001560919422,0.001241272413,0.002296846813,0.003902650588,0.001239512243,0.001843778861,0.001375221407,0.0004773583076,0.0005725835452,0.00141957771,0.003428284571,0.004745244327,0.000520658508,0.002326945732,0.001101338839,0.005131777824,0.003342740273,0.006003414379,0.006505767111,0.01022007943,0.006755711358,0.001441051794,0.001478719448,0.002485185083,0.008440898835,0.0006676327657,0.001233879696,0.01562045931,0.008493175906,0.002240697366,0.001176146096,0.001519555409,0.0007795796255,0.0003875895993,0.001202548657,0.001626397774,0.004108238532,0.0009763667154,0.002138079411,0.008218061218,0.00702818579,0.001633086422,0.001639599054,0.002729496783,0.001967342848,0.002083690135,0.001031812094,0.001470446645,0.0004576443952,0.004312418339,0.005897628117,0.009330489132,0.007384268333,0.001932843501,0.001823888932,0.0007005479588,0.001236343935,0.001065079321,0.0006720331926,0.005807683392,0.003866391071]"
